FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2,T FL,T FR,T BL,T BR
-0.45092572334076264,0.0,-1.4557485518936075,0.0,-1.3593554540597643,0.0,-1.3537666217205597,0.0,-2.3941355079126363,0.0,-0.8126966582152959,0.0,-1.4721985855597022,0.0,-2.3691604024670703,0.0,-0.7586219284188269,0.0,-0.45092572325166813,0.0,-1.4557485518154087,0.0,-1.3593554541156174,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.45399274509751386,0.0,-1.4565790089370654,0.0,-1.564957758365645,0.0,-1.353574789896082,0.0,-2.393279654851878,0.0,-0.8130782369826917,0.0,-1.4720709503326526,0.0,-2.3686062095598825,0.0,-0.7587951395512613,0.0,-0.45399274502616915,0.0,-1.4565790088641744,0.0,-1.5649577583634406,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.4587537836023472,0.0,-1.4598713976053745,0.0,-1.771128115383212,0.0,-1.3535142336513495,0.0,-2.3930094730623472,0.0,-0.8132007614429808,0.0,-1.472034941478166,0.0,-2.3684498673900123,0.0,-0.7588449699947422,0.0,-0.45875378354612817,0.0,-1.459871397542925,0.0,-1.771128115317694,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.4687947679650719,0.0,-1.4700438805926765,0.0,-1.9588677554885678,0.0,-1.3534950888849755,0.0,-2.3929240543255945,0.0,-0.8132397030682381,0.0,-1.472024773409227,0.0,-2.3684057206467912,0.0,-0.7588591174811428,0.0,-0.46879476791844343,0.0,-1.470043880538955,0.0,-1.9588677553772724,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.4855366355572892,0.0,-1.4909680423054184,0.0,-2.114504278924687,0.0,-1.3534890334192666,0.0,-2.392897036368625,0.0,-0.8132520407969923,0.0,-1.4720219014525555,0.0,-2.3683932515155064,0.0,-0.7588631195161848,0.0,-0.48553663551462733,0.0,-1.4909680422543836,0.0,-2.1145042787959056,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.5080900262801462,0.0,-1.5228273654665418,0.0,-2.2381080335141803,0.0,-1.3534871177951868,0.0,-2.3928884893265803,0.0,-0.8132559458461168,0.0,-1.4720210902143118,0.0,-2.368389729378861,0.0,-0.7588642504527021,0.0,-0.508090026237983,0.0,-1.5228273654132587,0.0,-2.238108033388114,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.5347931392640803,0.0,-1.563278727574248,0.0,-2.3372679798323706,0.0,-1.3534865117658192,0.0,-2.3928857853718792,0.0,-0.8132571814582055,0.0,-1.472020861060154,0.0,-2.3683887344652383,0.0,-0.7588645699522898,0.0,-0.5347931392209406,0.0,-1.5632787275167357,0.0,-2.3372679797174003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.5643330582174317,0.0,-1.609656971170994,0.0,-2.419300380046561,0.0,-1.3534863200386837,0.0,-2.3928849299322117,0.0,-0.8132575723845337,0.0,-1.472020796329566,0.0,-2.3683884534258794,0.0,-0.7588646602064051,0.0,-0.5643330581728332,0.0,-1.6096569711092275,0.0,-2.419300379944533,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.5959718046870268,0.0,-1.6599292755719541,0.0,-2.4888638004027515,0.0,-1.353486259382433,0.0,-2.3928846592988178,0.0,-0.8132576960630118,0.0,-1.4720207780446883,0.0,-2.3683883740388327,0.0,-0.7588646857013295,0.0,-0.595971804640814,0.0,-1.6599292755066783,0.0,-2.488863800313262,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.6293877595602488,0.0,-1.7127151418547006,0.0,-2.5485267970467107,0.0,-1.3534862401927326,0.0,-2.392884573679054,0.0,-0.8132577351911379,0.0,-1.472020772879636,0.0,-2.3683883516138375,0.0,-0.7588646929030727,0.0,-0.6293877595123245,0.0,-1.7127151417868212,0.0,-2.548526796968865,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.6644883889082847,0.0,-1.7670657208494216,0.0,-2.5997193449998153,0.0,-1.3534862341217213,0.0,-2.3928845465916826,0.0,-0.8132577475700544,0.0,-1.4720207714206284,0.0,-2.368388345279297,0.0,-0.7588646949373992,0.0,-0.6644883888585422,0.0,-1.7670657207797933,0.0,-2.5997193449327143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.7012867692957578,0.0,-1.822284088569845,0.0,-2.6433436889162905,0.0,-1.3534862322010461,0.0,-2.3928845380220984,0.0,-0.8132577514863519,0.0,-1.4720207710084927,0.0,-2.3683883434899364,0.0,-0.7588646955120493,0.0,-0.7012867692440814,0.0,-1.822284088499221,0.0,-2.6433436888591038,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.7398335946076977,0.0,-1.877822122830445,0.0,-2.680074183809946,0.0,-1.3534862315934055,0.0,-2.3928845353109534,0.0,-0.8132577527253448,0.0,-1.4720207708920738,0.0,-2.368388342984484,0.0,-0.7588646956743745,0.0,-0.7398335945539776,0.0,-1.8778221227594774,0.0,-2.680074183761905,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.780182071016644,0.0,-1.9332272597686906,0.0,-2.710484918132433,0.0,-1.3534862314011673,0.0,-2.3928845344532332,0.0,-0.8132577531173228,0.0,-1.4720207708591881,0.0,-2.3683883428417047,0.0,-0.7588646957202276,0.0,-0.7801820709607905,0.0,-1.933227259697944,0.0,-2.7104849180928103,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
